Start_Date,Start_Hour,Start_Minute,End_Date,End_Hour,End_Minute,Month,Year,Category,Start,Stop,Miles,Purpose,Duration,Speed,Day,Day_Time
2025-05-28,14,35,2025-05-28,15,4,May,2025,Business,Morrisville,Cary,18.19,Customer Visit,29,37.62525931,Saturday,Afternoon
2025-05-31,13,54,2025-05-31,14,41,May,2025,Business,Cary,Raleigh,23.98,Meeting,47,30.61170128,Tuesday,Afternoon
2025-05-31,16,2,2025-05-31,16,39,May,2025,Business,Raleigh,Cary,22.53,Meeting,37,36.53636757,Tuesday,Afternoon
2025-05-31,17,50,2025-05-31,17,59,May,2025,Business,Westpark Place,Whitebridge,2.90,Meeting,9,19.31208,Tuesday,Afternoon
2025-06-01,10,19,2025-06-01,10,47,June,2025,Business,Cary,Morrisville,10.78,Customer Visit,28,23.10552429,Wednesday,Morning
2025-06-01,13,10,2025-06-01,13,39,June,2025,Business,Morrisville,Cary,15.45,Meeting,29,31.96482207,Wednesday,Afternoon
2025-06-03,11,29,2025-06-03,11,49,June,2025,Business,Cary,Durham,16.74,Meeting,20,50.211408,Friday,Morning
2025-06-03,13,8,2025-06-03,13,38,June,2025,Business,Durham,Cary,15.93,Meeting,30,31.864932,Friday,Afternoon
2025-06-03,15,31,2025-06-03,15,54,June,2025,Business,Cary,Morrisville,9.66,Meal/Entertain,23,25.18966957,Friday,Afternoon
2025-06-03,18,14,2025-06-03,18,29,June,2025,Business,Townes at Everett Crossing,Chessington,5.31,Errand/Supplies,15,21.243288,Friday,Afternoon
2025-06-03,18,41,2025-06-03,18,53,June,2025,Business,Morrisville,Cary,4.99,Errand/Supplies,12,24.94477,Friday,Afternoon
2025-06-03,19,36,2025-06-03,19,42,June,2025,Business,Huntington Woods,Weston,2.74,Errand/Supplies,6,27.35878,Friday,Evening
2025-06-03,22,47,2025-06-03,23,6,June,2025,Business,Morrisville,Cary,6.44,Between Offices,19,20.32850526,Friday,Evening
2025-06-05,14,3,2025-06-05,14,33,June,2025,Business,Whitebridge,Savon Height,12.55,Customer Visit,30,25.105704,Sunday,Afternoon
2025-06-05,15,6,2025-06-05,15,22,June,2025,Business,Cary,Morrisville,12.55,Customer Visit,16,47.073195,Sunday,Afternoon
2025-06-05,15,57,2025-06-05,16,8,June,2025,Business,Weston,Weston,6.12,Meal/Entertain,11,33.35722909,Sunday,Afternoon
2025-06-05,18,5,2025-06-05,18,14,June,2025,Business,Morrisville,Cary,4.02,Meal/Entertain,9,26.82233333,Sunday,Afternoon
2025-06-05,21,53,2025-06-05,22,5,June,2025,Business,Cary,Durham,15.93,Meeting,12,79.66233,Sunday,Evening
2025-06-06,15,36,2025-06-06,15,45,June,2025,Business,Whitebridge,Hazelwood,4.83,Errand/Supplies,9,32.1868,Monday,Afternoon
2025-06-06,16,16,2025-06-06,16,24,June,2025,Business,Hazelwood,Whitebridge,3.86,Errand/Supplies,8,28.96812,Monday,Afternoon
2025-06-06,20,6,2025-06-06,20,20,June,2025,Business,Cary,Apex,9.17,Meal/Entertain,14,39.31387714,Monday,Evening
2025-06-06,21,8,2025-06-06,21,37,June,2025,Business,Apex,Cary,11.59,Meal/Entertain,29,23.97361655,Monday,Evening
2025-06-06,21,41,2025-06-06,22,0,June,2025,Business,Cary,Durham,16.74,Meeting,19,52.85411368,Monday,Evening
2025-06-06,23,34,2025-06-06,23,48,June,2025,Business,Durham,Cary,15.93,Meeting,14,68.28199714,Monday,Evening
2025-06-07,21,42,2025-06-07,22,0,June,2025,Business,Cary,Durham,16.74,Meeting,18,55.79045333,Tuesday,Evening
2025-06-08,8,23,2025-06-08,8,53,June,2025,Business,Cary,Morrisville,14.00,Meal/Entertain,30,28.002516,Wednesday,Morning
2025-06-08,12,4,2025-06-08,13,1,June,2025,Business,Jamaica,New York,35.89,Errand/Supplies,57,37.77713895,Wednesday,Morning
2025-06-08,13,12,2025-06-08,13,29,June,2025,Business,Seaport,Gramercy-Flatiron,5.31,Meal/Entertain,17,18.74407765,Wednesday,Afternoon
2025-06-08,14,31,2025-06-08,14,37,June,2025,Business,Medical Centre,Tudor City,1.13,Errand/Supplies,6,11.26538,Wednesday,Afternoon
2025-06-08,16,55,2025-06-08,17,11,June,2025,Business,Rose Hill,Soho,4.02,Meal/Entertain,16,15.0875625,Wednesday,Afternoon
2025-06-08,17,16,2025-06-08,17,18,June,2025,Business,Soho,Tribeca,0.80,Errand/Supplies,2,24.1401,Wednesday,Afternoon
2025-06-08,17,59,2025-06-08,18,5,June,2025,Business,Tribeca,Financial District,1.45,Errand/Supplies,6,14.48406,Wednesday,Afternoon
2025-06-08,20,11,2025-06-08,20,25,June,2025,Business,Financial District,Kips Bay,7.72,Errand/Supplies,14,33.10642286,Wednesday,Evening
2025-06-10,15,19,2025-06-10,16,28,June,2025,Business,New York,Jamaica,26.23,Meeting,69,22.81064522,Friday,Afternoon
2025-06-10,21,47,2025-06-10,22,4,June,2025,Business,Cary,Durham,16.74,Meeting,17,59.07224471,Friday,Evening
2025-06-11,17,8,2025-06-11,17,16,June,2025,Business,Cary,Morrisville,5.95,Errand/Supplies,8,44.659185,Saturday,Afternoon
2025-06-11,17,34,2025-06-11,17,39,June,2025,Business,Morrisville,Cary,7.40,Meal/Entertain,5,88.835568,Saturday,Afternoon
2025-06-11,17,50,2025-06-11,17,56,June,2025,Business,Westpark Place,Whitebridge,2.74,Meal/Entertain,6,27.35878,Saturday,Afternoon
2025-06-11,21,45,2025-06-11,22,4,June,2025,Business,Cary,Durham,16.74,Meeting,19,52.85411368,Saturday,Evening
2025-06-12,19,53,2025-06-12,19,56,June,2025,Business,Cary,Morrisville,4.02,Meal/Entertain,3,80.467,Sunday,Evening
2025-06-12,20,5,2025-06-12,20,16,June,2025,Business,Morrisville,Cary,6.92,Errand/Supplies,11,37.74633818,Sunday,Evening
2025-06-12,21,58,2025-06-12,22,19,June,2025,Business,Parkway,Whitebridge,4.51,Errand/Supplies,21,12.87472,Sunday,Evening
2025-06-13,5,23,2025-06-13,5,42,June,2025,Business,Cary,Morrisville,13.52,Meal/Entertain,19,42.68986105,Monday,Night
2025-06-13,14,17,2025-06-13,14,46,June,2025,Business,Oakland,Emeryville,21.24,Meeting,29,43.95163034,Monday,Afternoon
2025-06-13,18,8,2025-06-13,18,47,June,2025,Business,Emeryville,Berkeley,6.28,Meal/Entertain,39,9.65604,Monday,Afternoon
2025-06-13,18,54,2025-06-13,19,23,June,2025,Business,Berkeley,Oakland,8.21,Meal/Entertain,29,16.98131172,Monday,Afternoon
2025-06-13,20,0,2025-06-13,20,5,June,2025,Business,Oakland,Unknown Location,8.37,Customer Visit,5,100.422816,Monday,Evening
2025-06-14,12,3,2025-06-14,12,21,June,2025,Business,Emeryville,San Francisco,15.77,Customer Visit,18,52.57177333,Tuesday,Morning
2025-06-14,16,9,2025-06-14,16,39,June,2025,Business,San Francisco,Emeryville,18.67,Meeting,30,37.336688,Tuesday,Afternoon
2025-06-14,17,15,2025-06-14,17,24,June,2025,Business,Emeryville,Oakland,8.21,Meeting,9,54.71756,Tuesday,Afternoon
2025-06-14,17,27,2025-06-14,17,57,June,2025,Business,Downtown,Bay Farm Island,14.97,Errand/Supplies,30,29.933724,Tuesday,Afternoon
2025-06-15,1,46,2025-06-15,2,6,June,2025,Business,Kenner,New Orleans,19.96,Between Offices,20,59.867448,Wednesday,Night
2025-06-15,15,26,2025-06-15,15,34,June,2025,Business,CBD,Lower Garden District,3.06,Between Offices,8,22.933095,Wednesday,Afternoon
2025-06-15,16,37,2025-06-15,17,2,June,2025,Business,Lower Garden District,Lakeview,10.30,Customer Visit,25,24.7194624,Wednesday,Afternoon
2025-06-15,17,29,2025-06-15,17,49,June,2025,Personal,Lakeview,Storyville,8.85,Customer Visit,20,26.55411,Wednesday,Afternoon
2025-06-15,19,52,2025-06-15,19,58,June,2025,Business,Storyville,Faubourg Marigny,2.41,Meal/Entertain,6,24.1401,Wednesday,Evening
2025-06-16,13,36,2025-06-16,14,30,June,2025,Business,New Orleans,Metairie,23.34,Meal/Entertain,54,25.92825556,Thursday,Afternoon
2025-06-16,14,42,2025-06-16,14,46,June,2025,Business,Metairie,Kenner,4.35,Meal/Entertain,4,65.17827,Thursday,Afternoon
2025-06-16,15,17,2025-06-16,15,41,June,2025,Business,Kenner,New Orleans,24.14,Meal/Entertain,24,60.35025,Thursday,Afternoon
2025-06-16,19,39,2025-06-16,19,56,June,2025,Business,New Orleans,Kenner,20.76,Meal/Entertain,17,73.27230353,Thursday,Evening
2025-06-16,21,43,2025-06-16,21,56,June,2025,Business,Kenner,New Orleans,21.89,Meal/Entertain,13,101.0170338,Thursday,Evening
2025-06-17,16,11,2025-06-17,16,44,June,2025,Business,New Orleans,Kenner,19.63,Meal/Entertain,33,35.69808727,Friday,Afternoon
2025-06-18,0,29,2025-06-18,0,51,June,2025,Business,Morrisville,Cary,14.00,Meal/Entertain,22,38.18524909,Saturday,Night
2025-06-19,2,39,2025-06-19,2,50,June,2025,Business,Cary,Raleigh,9.66,Meal/Entertain,11,52.66930909,Sunday,Night
2025-06-19,5,51,2025-06-19,6,0,June,2025,Business,Raleigh,Cary,9.50,Meal/Entertain,9,63.30070667,Sunday,Night
2025-06-21,15,39,2025-06-21,16,8,June,2025,Business,Cary,Raleigh,31.06,Meal/Entertain,29,64.26261103,Tuesday,Afternoon
2025-06-21,17,11,2025-06-21,18,2,June,2025,Business,Raleigh,Cary,26.72,Meal/Entertain,51,31.42946353,Tuesday,Afternoon
2025-06-24,10,41,2025-06-24,10,57,June,2025,Business,Whitebridge,Waverly Place,11.43,Meal/Entertain,16,42.8486775,Friday,Morning
2025-06-24,11,54,2025-06-24,12,1,June,2025,Business,Waverly Place,Macgregor Downs,3.38,Meal/Entertain,7,28.96812,Friday,Morning
2025-06-24,12,19,2025-06-24,12,37,June,2025,Business,Cary,Raleigh,13.84,Errand/Supplies,18,46.13441333,Friday,Morning
2025-06-24,12,50,2025-06-24,13,12,June,2025,Business,Raleigh,Morrisville,14.48,Errand/Supplies,22,39.50198182,Friday,Morning
2025-06-24,13,18,2025-06-24,13,27,June,2025,Business,Morrisville,Cary,4.99,Errand/Supplies,9,33.25969333,Friday,Afternoon
2025-06-24,14,1,2025-06-24,14,20,June,2025,Business,Cary,Morrisville,13.52,Temporary Site,19,42.68986105,Friday,Afternoon
2025-06-24,20,44,2025-06-24,21,2,June,2025,Business,Kenner,New Orleans,20.60,Temporary Site,18,68.66517333,Friday,Evening
2025-06-25,9,3,2025-06-25,9,12,June,2025,Business,CBD,Bywater,7.24,Temporary Site,9,48.2802,Saturday,Morning
2025-06-25,9,15,2025-06-25,10,8,June,2025,Business,New Orleans,Chalmette,18.99,Between Offices,53,21.49835321,Saturday,Morning
2025-06-25,10,18,2025-06-25,10,25,June,2025,Business,Chalmette,Arabi,1.77,Errand/Supplies,7,15.17377714,Saturday,Morning
2025-06-25,10,50,2025-06-25,11,18,June,2025,Business,Arabi,Metairie,27.36,Meal/Entertain,28,58.62595714,Saturday,Morning
2025-06-25,11,25,2025-06-25,11,34,June,2025,Business,Pontchartrain Shores,Pontchartrain Shores,2.74,Meeting,9,18.23918667,Saturday,Morning
2025-06-25,11,53,2025-06-25,13,21,June,2025,Business,Metairie,New Orleans,24.94,Meeting,88,17.00779773,Saturday,Morning
2025-06-25,19,47,2025-06-25,19,58,June,2025,Business,Storyville,Marigny,2.57,Meeting,11,14.04514909,Saturday,Evening
2025-06-25,23,19,2025-06-25,23,26,June,2025,Business,Marigny,Storyville,2.41,Meeting,7,20.69151429,Saturday,Evening
2025-06-26,17,43,2025-06-26,18,18,June,2025,Business,New Orleans,Kenner,20.28,Meeting,35,34.761744,Sunday,Afternoon
2025-06-26,18,45,2025-06-26,19,12,June,2025,Business,Pontchartrain Shores,Pontchartrain Shores,7.72,Meeting,27,17.16629333,Sunday,Afternoon
2025-06-26,19,41,2025-06-26,19,50,June,2025,Business,Kenner,Kenner,3.54,Meeting,9,23.60365333,Sunday,Evening
2025-06-26,21,14,2025-06-26,21,42,June,2025,Business,Kenner,New Orleans,20.92,Meeting,28,44.83161429,Sunday,Evening
2025-06-27,7,37,2025-06-27,8,48,June,2025,Business,New Orleans,Covington,75.48,Meeting,71,63.78426423,Monday,Morning
2025-06-27,8,51,2025-06-27,9,0,June,2025,Business,Covington,Covington,4.02,Meeting,9,26.82233333,Monday,Morning
2025-06-27,9,5,2025-06-27,9,33,June,2025,Business,Covington,Covington,13.84,Meeting,28,29.65783714,Monday,Morning
2025-06-27,9,43,2025-06-27,10,8,June,2025,Business,Covington,Covington,8.37,Meeting,25,20.0845632,Monday,Morning
2025-06-27,10,22,2025-06-27,10,39,June,2025,Business,Covington,Covington,12.23,Meeting,17,43.16817882,Monday,Morning
2025-06-27,10,51,2025-06-27,10,58,June,2025,Business,Covington,Covington,2.90,Meeting,7,24.82981714,Monday,Morning
2025-06-27,11,6,2025-06-27,11,24,June,2025,Business,Covington,Mandeville,7.56,Meeting,18,25.21299333,Monday,Morning
2025-06-27,11,30,2025-06-27,11,42,June,2025,Business,Mandeville,Mandeville,4.51,Meeting,12,22.53076,Monday,Morning
2025-06-27,12,22,2025-06-27,13,2,June,2025,Business,Mandeville,Metairie,48.28,Meeting,40,72.4203,Monday,Morning
2025-06-27,13,56,2025-06-27,14,5,June,2025,Business,Metairie,Kenner,7.08,Meeting,9,47.20730667,Monday,Afternoon
2025-06-27,21,9,2025-06-27,21,19,June,2025,Business,Jamestown Court,Jamestown Court,1.61,Meeting,10,9.65604,Monday,Evening
2025-06-28,0,48,2025-06-28,1,5,June,2025,Business,Morrisville,Cary,13.20,Customer Visit,17,46.57619294,Tuesday,Night
2025-06-28,20,13,2025-06-28,20,33,June,2025,Business,Cary,Durham,16.74,Meeting,20,50.211408,Tuesday,Evening
2025-06-28,23,34,2025-06-28,23,59,June,2025,Business,Durham,Cary,15.93,Meeting,25,38.2379184,Tuesday,Evening
2025-06-28,23,34,2025-06-28,23,59,June,2025,Business,Durham,Cary,15.93,Meeting,25,38.2379184,Tuesday,Evening
2025-06-29,8,56,2025-06-29,9,24,June,2025,Business,Cary,Morrisville,11.75,Meeting,28,25.17467571,Wednesday,Morning
2025-06-29,10,22,2025-06-29,10,38,June,2025,Business,Morrisville,Cary,11.91,Meeting,16,44.659185,Wednesday,Morning
2025-06-29,11,49,2025-06-29,11,51,June,2025,Business,Whitebridge,Westpark Place,2.57,Meeting,2,77.24832,Wednesday,Morning
2025-06-29,12,11,2025-06-29,12,16,June,2025,Business,Westpark Place,Whitebridge,2.90,Meeting,5,34.761744,Wednesday,Morning
2025-06-29,20,11,2025-06-29,20,29,June,2025,Business,Cary,Durham,16.74,Meeting,18,55.79045333,Wednesday,Evening
2025-06-30,20,9,2025-06-30,20,26,June,2025,Business,Cary,Durham,15.93,Meeting,17,56.23223294,Thursday,Evening
2025-07-01,0,0,2025-07-01,0,25,July,2025,Business,Durham,Cary,15.93,Meeting,25,38.2379184,Friday,Night
2025-07-01,9,34,2025-07-01,9,57,July,2025,Business,Cary,Raleigh,21.40,Meeting,23,55.83710087,Friday,Morning
2025-07-01,12,36,2025-07-01,13,0,July,2025,Business,Raleigh,Cary,18.19,Meeting,24,45.463855,Friday,Morning
2025-07-01,20,6,2025-07-01,20,24,July,2025,Business,Cary,Durham,16.90,Meeting,18,56.3269,Friday,Evening
2025-07-02,20,18,2025-07-02,20,36,July,2025,Business,Cary,Durham,16.25,Meeting,18,54.18111333,Saturday,Evening
2025-07-03,0,28,2025-07-03,0,38,July,2025,Business,Cary,Morrisville,4.99,Errand/Supplies,10,29.933724,Sunday,Night
2025-07-03,3,2,2025-07-03,3,8,July,2025,Business,Morrisville,Cary,4.99,Errand/Supplies,6,49.88954,Sunday,Night
2025-07-03,20,0,2025-07-03,20,18,July,2025,Business,Cary,Durham,15.93,Meeting,18,53.10822,Sunday,Evening
2025-07-04,0,32,2025-07-04,0,47,July,2025,Business,Durham,Cary,15.93,Meeting,15,63.729864,Monday,Night
2025-07-04,17,31,2025-07-04,17,49,July,2025,Business,Whitebridge,Summerwinds,14.16,Meeting,18,47.20730667,Monday,Afternoon
2025-07-04,18,23,2025-07-04,18,49,July,2025,Business,Summerwinds,Whitebridge,14.00,Temporary Site,26,32.31059538,Monday,Afternoon
2025-07-04,20,0,2025-07-04,20,17,July,2025,Business,Cary,Durham,18.99,Meeting,17,67.02427765,Monday,Evening
2025-07-05,0,0,2025-07-05,0,5,July,2025,Business,Parkwood,Parkwood,1.93,Errand/Supplies,5,23.174496,Tuesday,Night
2025-07-05,0,8,2025-07-05,0,28,July,2025,Business,Durham,Cary,15.93,Meeting,20,47.797398,Tuesday,Night
2025-07-05,16,48,2025-07-05,16,52,July,2025,Business,Whitebridge,Whitebridge,0.97,Errand/Supplies,4,14.48406,Tuesday,Afternoon
2025-07-05,20,6,2025-07-05,20,26,July,2025,Business,Cary,Durham,15.93,Errand/Supplies,20,47.797398,Tuesday,Evening
2025-07-05,22,41,2025-07-05,23,2,July,2025,Business,Durham,Morrisville,13.84,Errand/Supplies,21,39.54378286,Tuesday,Evening
2025-07-06,0,33,2025-07-06,0,53,July,2025,Business,Morrisville,Cary,10.14,Meal/Entertain,20,30.416526,Wednesday,Night
2025-07-06,9,6,2025-07-06,9,25,July,2025,Business,Cary,Durham,15.93,Meeting,19,50.31305053,Wednesday,Morning
2025-07-06,12,48,2025-07-06,13,8,July,2025,Business,Durham,Cary,15.93,Meeting,20,47.797398,Wednesday,Morning
2025-07-06,20,4,2025-07-06,20,14,July,2025,Business,Cary,Morrisville,5.31,Meal/Entertain,10,31.864932,Wednesday,Evening
2025-07-06,23,46,2025-07-06,23,59,July,2025,Business,Morrisville,Cary,4.99,Customer Visit,13,23.02594154,Wednesday,Evening
2025-07-07,8,22,2025-07-07,8,50,July,2025,Business,Cary,Morrisville,12.71,Temporary Site,28,27.24382714,Thursday,Morning
2025-07-07,10,27,2025-07-07,10,33,July,2025,Business,Morrisville,Cary,14.32,Temporary Site,6,143.23126,Thursday,Morning
2025-07-07,12,59,2025-07-07,13,35,July,2025,Business,Kenner,New Orleans,20.60,Temporary Site,36,34.33258667,Thursday,Morning
2025-07-08,9,50,2025-07-08,10,13,July,2025,Business,CBD,Pontchartrain Beach,12.39,Temporary Site,23,32.32674261,Friday,Morning
2025-07-08,10,51,2025-07-08,11,12,July,2025,Business,Pontchartrain Beach,CBD,11.27,Temporary Site,21,32.1868,Friday,Morning
2025-07-08,13,48,2025-07-08,14,11,July,2025,Business,New Orleans,Metairie,20.12,Temporary Site,23,52.47847826,Friday,Afternoon
2025-07-08,17,11,2025-07-08,17,30,July,2025,Business,Kenner,New Orleans,21.24,Temporary Site,19,67.08406737,Friday,Afternoon
2025-07-09,9,3,2025-07-09,9,46,July,2025,Business,New Orleans,Kenner,20.92,Temporary Site,43,29.19267907,Saturday,Morning
2025-07-09,9,52,2025-07-09,10,6,July,2025,Business,Kenner,Metairie,7.89,Temporary Site,14,33.79614,Saturday,Morning
2025-07-09,10,15,2025-07-09,10,33,July,2025,Business,Metairie,New Orleans,13.68,Temporary Site,18,45.59796667,Saturday,Morning
2025-07-10,14,10,2025-07-10,14,17,July,2025,Business,CBD,St Thomas,2.09,Temporary Site,7,17.93264571,Sunday,Afternoon
2025-07-10,16,4,2025-07-10,16,15,July,2025,Business,St Thomas,CBD,2.90,Temporary Site,11,15.80079273,Sunday,Afternoon
2025-07-10,18,5,2025-07-10,18,21,July,2025,Business,New Orleans,Kenner,21.89,Temporary Site,16,82.07634,Sunday,Afternoon
2025-07-10,19,51,2025-07-10,20,8,July,2025,Business,Kenner,New Orleans,21.57,Temporary Site,17,76.11231529,Sunday,Evening
2025-07-12,16,10,2025-07-12,16,45,July,2025,Business,New Orleans,Kenner,19.79,Temporary Site,35,33.93408343,Tuesday,Afternoon
2025-07-12,19,21,2025-07-12,19,26,July,2025,Personal,Kenner,Kenner,2.25,Temporary Site,5,27.036912,Tuesday,Evening
2025-07-13,12,39,2025-07-13,13,20,July,2025,Personal,Cary,Morrisville,37.82,Temporary Site,41,55.34559512,Wednesday,Morning
2025-07-13,13,25,2025-07-13,13,39,July,2025,Personal,Morrisville,Morrisville,3.54,Temporary Site,14,15.17377714,Wednesday,Afternoon
2025-07-13,13,42,2025-07-13,13,54,July,2025,Personal,Morrisville,Cary,7.08,Temporary Site,12,35.40548,Wednesday,Afternoon
2025-07-14,15,51,2025-07-14,15,59,July,2025,Personal,Cary,Morrisville,5.31,Temporary Site,8,39.831165,Thursday,Afternoon
2025-07-14,16,3,2025-07-14,16,34,July,2025,Business,Morrisville,Morrisville,18.99,Errand/Supplies,31,36.75524903,Thursday,Afternoon
2025-07-14,16,39,2025-07-14,20,5,July,2025,Business,Morrisville,Banner Elk,314.30,Errand/Supplies,206,91.54488408,Thursday,Afternoon
2025-07-15,11,32,2025-07-15,11,53,July,2025,Personal,Banner Elk,Banner Elk,13.36,Errand/Supplies,21,38.16434857,Friday,Morning
2025-07-15,12,9,2025-07-15,12,19,July,2025,Personal,Banner Elk,Banner Elk,5.15,Errand/Supplies,10,30.899328,Friday,Morning
2025-07-15,12,35,2025-07-15,13,15,July,2025,Personal,Banner Elk,Elk Park,36.05,Errand/Supplies,40,54.073824,Friday,Morning
2025-07-15,15,3,2025-07-15,15,33,July,2025,Personal,Elk Park,Banner Elk,19.63,Errand/Supplies,30,39.267896,Friday,Afternoon
2025-07-15,15,40,2025-07-15,15,52,July,2025,Personal,Banner Elk,Banner Elk,7.24,Errand/Supplies,12,36.21015,Friday,Afternoon
2025-07-16,13,14,2025-07-16,14,10,July,2025,Personal,Banner Elk,Newland,45.22,Errand/Supplies,56,48.45262929,Saturday,Afternoon
2025-07-16,14,14,2025-07-16,14,30,July,2025,Personal,Newland,Newland,6.12,Errand/Supplies,16,22.933095,Saturday,Afternoon
2025-07-16,15,29,2025-07-16,16,57,July,2025,Personal,Newland,Boone,67.43,Errand/Supplies,88,45.97591773,Saturday,Afternoon
2025-07-16,19,42,2025-07-16,20,35,July,2025,Personal,Boone,Banner Elk,38.30,Errand/Supplies,53,43.36108528,Saturday,Evening
2025-07-16,21,45,2025-07-16,22,18,July,2025,Personal,Banner Elk,Banner Elk,20.92,Errand/Supplies,33,38.03894545,Saturday,Evening
2025-07-16,22,50,2025-07-16,23,3,July,2025,Business,Banner Elk,Banner Elk,7.08,Errand/Supplies,13,32.68198154,Saturday,Evening
2025-07-17,11,23,2025-07-17,11,50,July,2025,Personal,Banner Elk,Boone,24.30,Charity ($),27,54.00229778,Sunday,Morning
2025-07-17,12,20,2025-07-17,15,25,July,2025,Personal,Boone,Cary,290.00,Commute,185,94.05504908,Sunday,Morning
2025-07-18,10,37,2025-07-18,10,49,July,2025,Personal,Cary,Morrisville,6.60,Moving,12,32.99147,Monday,Morning
2025-07-18,10,54,2025-07-18,11,15,July,2025,Personal,Morrisville,Cary,9.82,Moving,21,28.04849714,Monday,Morning
2025-07-18,11,25,2025-07-18,11,36,July,2025,Personal,Northwoods,Preston,5.31,Moving,11,28.96812,Monday,Morning
2025-07-18,11,40,2025-07-18,11,56,July,2025,Personal,Preston,Whitebridge,7.56,Moving,16,28.3646175,Monday,Morning
2025-07-18,17,12,2025-07-18,17,33,July,2025,Business,Cary,Apex,11.59,Meeting,21,33.10642286,Monday,Afternoon
2025-07-18,18,32,2025-07-18,18,47,July,2025,Business,Apex,Cary,8.85,Meal/Entertain,15,35.40548,Monday,Afternoon
2025-07-18,19,7,2025-07-18,19,14,July,2025,Business,Cary,Morrisville,5.31,Meal/Entertain,7,45.52133143,Monday,Evening
2025-07-18,20,28,2025-07-18,20,32,July,2025,Business,Hazelwood,Weston,1.45,Errand/Supplies,4,21.72609,Monday,Evening
2025-07-18,21,11,2025-07-18,21,19,July,2025,Business,Morrisville,Cary,6.12,Meal/Entertain,8,45.86619,Monday,Evening
2025-07-19,10,35,2025-07-19,10,51,July,2025,Business,Whitebridge,Stonewater,10.30,Customer Visit,16,38.62416,Tuesday,Morning
2025-07-19,10,56,2025-07-19,11,11,July,2025,Business,Stonewater,Lexington Park at Amberly,4.83,Meeting,15,19.31208,Tuesday,Morning
2025-07-19,11,30,2025-07-19,12,0,July,2025,Business,Lexington Park at Amberly,Whitebridge,14.00,Meal/Entertain,30,28.002516,Tuesday,Morning
2025-07-19,17,14,2025-07-19,17,24,July,2025,Business,Whitebridge,Chessington,6.28,Errand/Supplies,10,37.658556,Tuesday,Afternoon
2025-07-19,17,50,2025-07-19,18,8,July,2025,Personal,Chessington,Whitebridge,7.72,Errand/Supplies,18,25.74944,Tuesday,Afternoon
2025-07-20,17,12,2025-07-20,17,24,July,2025,Personal,Whitebridge,Edgehill Farms,4.51,Errand/Supplies,12,22.53076,Wednesday,Afternoon
2025-07-20,17,50,2025-07-20,17,57,July,2025,Personal,Edgehill Farms,Preston,2.25,Errand/Supplies,7,19.31208,Wednesday,Afternoon
2025-07-20,18,16,2025-07-20,18,20,July,2025,Personal,Preston,Whitebridge,2.25,Errand/Supplies,4,33.79614,Wednesday,Afternoon
2025-07-21,17,17,2025-07-21,17,23,July,2025,Business,Whitebridge,Edgehill Farms,4.35,Errand/Supplies,6,43.45218,Thursday,Afternoon
2025-07-21,17,42,2025-07-21,17,51,July,2025,Business,Edgehill Farms,Burtrose,3.70,Errand/Supplies,9,24.67654667,Thursday,Afternoon
2025-07-21,18,27,2025-07-21,18,42,July,2025,Business,Cary,Morrisville,5.95,Errand/Supplies,15,23.818232,Thursday,Afternoon
2025-07-21,19,30,2025-07-21,19,39,July,2025,Business,Morrisville,Cary,4.67,Errand/Supplies,9,31.11390667,Thursday,Evening
2025-07-22,10,42,2025-07-22,10,53,July,2025,Business,Cary,Morrisville,6.12,Errand/Supplies,11,33.35722909,Friday,Morning
2025-07-22,11,11,2025-07-22,11,25,July,2025,Business,Morrisville,Cary,8.21,Errand/Supplies,14,35.17557429,Friday,Morning
2025-07-22,11,37,2025-07-22,12,0,July,2025,Business,Hazelwood,Lexington Park at Amberly,14.64,Errand/Supplies,23,38.20433217,Friday,Morning
2025-07-22,12,14,2025-07-22,12,31,July,2025,Business,Cary,Durham,12.87,Errand/Supplies,17,45.44018824,Friday,Morning
2025-07-22,13,21,2025-07-22,13,42,July,2025,Business,Durham,Cary,15.93,Meeting,21,45.52133143,Friday,Afternoon
2025-07-22,14,27,2025-07-22,14,43,July,2025,Business,Cary,Morrisville,9.82,Meal/Entertain,16,36.8136525,Friday,Afternoon
2025-07-22,15,49,2025-07-22,16,22,July,2025,Business,Morrisville,Cary,19.63,Meal/Entertain,33,35.69808727,Friday,Afternoon
2025-07-22,18,33,2025-07-22,18,51,July,2025,Business,Wayne Ridge,Whitebridge,12.87,Meal/Entertain,18,42.91573333,Friday,Afternoon
2025-07-23,14,27,2025-07-23,14,44,July,2025,Business,Cary,Morrisville,6.44,Meal/Entertain,17,22.72009412,Saturday,Afternoon
2025-07-23,14,48,2025-07-23,15,12,July,2025,Business,Morrisville,Cary,15.29,Meal/Entertain,24,38.221825,Saturday,Afternoon
2025-07-23,15,15,2025-07-23,15,27,July,2025,Business,Cary,Morrisville,4.83,Meal/Entertain,12,24.1401,Saturday,Afternoon
2025-07-23,15,50,2025-07-23,16,10,July,2025,Business,Morrisville,Cary,10.14,Meal/Entertain,20,30.416526,Saturday,Afternoon
2025-07-23,20,17,2025-07-23,20,33,July,2025,Business,Cary,Durham,16.74,Meeting,16,62.76426,Saturday,Evening
2025-07-23,23,18,2025-07-23,23,43,July,2025,Business,Durham,Cary,15.93,Meeting,25,38.2379184,Saturday,Evening
2025-07-25,10,35,2025-07-25,10,41,July,2025,Business,Whitebridge,Parkway,2.41,Meeting,6,24.1401,Monday,Morning
